simout1,simout2,simout3,simout4,simout5,simout6,simout7,simout8
0.0,-0.10548400494638055,-0.00010548400494638055,0.0,0.0,-5.936238859868537e-06,0.0,0.10548400494638055
0.001,-0.3886523977714007,-0.0004941364027177813,-4.941364026857223e-07,-5.628765746967585e-12,1.1391117343573048e-05,0.0,0.3886523977714007
0.002,-0.30571665487748634,-0.0007998530575952676,-1.293989460249292e-06,-1.2749657737501329e-11,8.902750227693748e-06,0.0,0.30571665487748634
0.003,-0.08750746181784086,-0.0008873605194131085,-2.181349979662062e-06,-1.3524800793029433e-11,8.735379122353487e-07,0.0,0.08750746181784086
0.004,0.49352571551195146,-0.000393834803901157,-2.5751847835535533e-06,-1.6284063002459228e-11,7.006141108201488e-06,0.49352571551195146,0.0
0.005,0.2437709354776727,-0.0001500638684234843,-2.7252486519254082e-06,-2.0220491169305032e-11,2.6231685272756932e-05,0.2437709354776727,0.0
0.006,-0.8867617414685682,-0.0010368256098920526,-3.7620742612774512e-06,-5.3683770939465115e-11,3.227474269221958e-05,0.0,0.8867617414685682
0.007,-0.2924131616708139,-0.0013292387715628665,-5.091313032426048e-06,-8.687002660071325e-11,2.496636148047101e-05,0.0,0.2924131616708139
0.008,-0.4579517276822591,-0.0017871904992451256,-6.878503531631586e-06,-9.876540190536137e-11,6.65590786754983e-06,0.0,0.4579517276822591
0.009000000000000001,0.13190303631125166,-0.0016552874629338738,-8.533790994555384e-06,-9.29895906889132e-11,-3.489310071993596e-06,0.13190303631125166,0.0
0.01,-0.4757126111140644,-0.0021310000740479384,-1.066479106823945e-05,-5.360900346800326e-11,-1.8479861968444724e-05,0.0,0.4757126111140644
0.011,0.35014267083295647,-0.0017808574032149819,-1.2445648471302757e-05,-3.036631892287622e-11,-1.3051401254152566e-05,0.35014267083295647,0.0
0.012,-0.8081712310173237,-0.0025890286342323057,-1.5034677104954733e-05,2.445135342590173e-11,-2.1173065306451574e-05,0.0,0.8081712310173237
0.013000000000000001,0.7251143459981015,-0.0018639142882342042,-1.689859139272146e-05,6.619674875120945e-11,-2.239662820995142e-05,0.7251143459981015,0.0
0.014,-0.38306325383609097,-0.002246977542070295,-1.914556893449128e-05,1.0294346332768662e-10,-1.6353841500461927e-05,0.0,0.38306325383609097
0.015,0.10496350135933241,-0.0021420140407109626,-2.1287582974569204e-05,1.550198711229384e-10,-2.43118890962531e-05,0.10496350135933241,0.0
0.016,-0.3164531958998762,-0.002458467236610839,-2.3746050209988456e-05,2.3156376470560373e-10,-3.11348032038665e-05,0.0,0.3164531958998762
0.017,0.29388850721203563,-0.0021645787293988034,-2.591062893808235e-05,3.067246517379327e-10,-3.4723101556258885e-05,0.29388850721203563,0.0
0.018000000000000002,0.8153682524204053,-0.001349210476978398,-2.725983941377627e-05,3.6559795124900915e-10,-4.3635370858969346e-05,0.8153682524204053,0.0
0.019,-0.7312517252733186,-0.0020804622022517166,-2.934030161195515e-05,4.957777053292246e-10,-6.257251586895889e-05,0.0,0.7312517252733186
0.02,-0.0792598382841283,-0.002159722040535845,-3.150002365038565e-05,5.911396329491243e-10,-4.4154722626818414e-05,0.0,0.0792598382841283
