simout1,simout2,simout3,simout4,simout5,simout6,simout7,simout8
0.0,-0.9530243834376977,-0.0009530243834376977,0.0,0.0,-1.5336546299102615e-05,0.0,0.9530243834376977
0.001,0.020201774789304405,-0.0009328226086483933,-9.328226086481401e-07,-6.874453750447819e-13,7.36951879887338e-07,0.020201774789304405,0.0
0.002,-0.7350245485074929,-0.0016678471571558863,-2.6006697656551176e-06,2.1599653477331776e-11,-1.3362794520719241e-05,0.0,0.7350245485074929
0.003,-0.8678799950999225,-0.0025357271522558084,-5.136396917683168e-06,5.558592208296841e-11,-1.3402967498462779e-05,0.0,0.8678799950999225
0.004,0.9934011487523382,-0.0015423260035034702,-6.678722921153401e-06,6.57114365662087e-11,-6.565093540738091e-06,0.9934011487523382,0.0
0.005,-0.7101438715409782,-0.0022524698750444484,-8.931192796120954e-06,4.70994187884887e-11,8.262937491035043e-06,0.0,0.7101438715409782
0.006,0.5504394298154729,-0.0017020304452289756,-1.063322324126089e-05,6.450903989378239e-11,-1.0228736597749373e-05,0.5504394298154729,0.0
0.007,-0.7075137238053784,-0.0024095441690343542,-1.3042767410187797e-05,8.726431106817883e-11,-9.443807450043155e-06,0.0,0.7075137238053784
0.008,0.2976012983679921,-0.0021119428706663623,-1.515471028081225e-05,7.395956741206617e-11,6.299764942033085e-06,0.2976012983679921,0.0
0.009000000000000001,0.017455713656399086,-0.002094487157009963,-1.724919743771656e-05,9.499711854497288e-11,-1.0044249286920009e-05,0.017455713656399086,0.0
0.01,0.9759503408425456,-0.0011185368161674176,-1.836773425383877e-05,1.0505363827890582e-10,-8.990781160450619e-06,0.9759503408425456,0.0
0.011,-0.5437523151396326,-0.0016622891313070503,-2.003002338499162e-05,1.2769537332980373e-10,-1.3620816394194265e-05,0.0,0.5437523151396326
0.012,0.9078100292436471,-0.0007544791020634032,-2.0784502486961504e-05,1.3957448811336481e-10,-1.574478968544528e-05,0.9078100292436471,0.0
0.013000000000000001,0.6583394636474975,-9.613963841590567e-05,-2.0880642125345663e-05,1.4204522508139048e-10,-2.569946183497271e-05,0.6583394636474975,0.0
0.014,-0.2322988809350235,-0.00032843851935092914,-2.1209080644677385e-05,1.4559722633549001e-10,-1.0814813259992654e-05,0.0,0.2322988809350235
0.015,0.7964126555643372,0.00046797413621340803,-2.0741106508579625e-05,1.351932468144498e-10,-2.2231954111995544e-05,0.7964126555643372,0.0
0.016,0.08254713428226967,0.0005505212704956777,-2.0190585238515416e-05,1.1339726731692603e-10,-3.959153019390749e-05,0.08254713428226967,0.0
0.017,0.3852497224781324,0.0009357709929738101,-1.9254814245851654e-05,8.930845825139794e-11,-2.574220535692832e-05,0.3852497224781324,0.0
0.018000000000000002,0.7453793190601579,0.0016811503120339679,-1.757366393491718e-05,2.8506942948067636e-11,-3.616661453848439e-05,0.7453793190601579,0.0
0.019,0.3292731076334885,0.0020104234196674565,-1.556324051582722e-05,-1.9680375950746727e-11,-2.3968741326838974e-05,0.3292731076334885,0.0
0.02,-0.382613016899749,0.0016278104027677076,-1.393543011322547e-05,-4.292473211254817e-11,-1.4279523047075896e-05,0.0,0.382613016899749
0.021,-0.14856511853621535,0.0014792452842314922,-1.2456184828995071e-05,-4.1126073562201464e-11,1.2159298863552575e-06,0.0,0.14856511853621535
0.022,-0.2581146757084378,0.0012211306085230544,-1.1235054220518019e-05,-5.172547201974118e-11,-8.67998753261347e-06,0.0,0.2581146757084378
0.023,-0.16543477715656474,0.0010556958313664897,-1.0179358389204571e-05,-6.230806499733142e-11,-1.0024282244317847e-05,0.0,0.16543477715656474
0.024,-0.12866789737854978,0.0009270279339879399,-9.25233045529844e-06,-7.462386068115597e-11,-1.3285247652900883e-05,0.0,0.12866789737854978
0.025,0.5947322895512777,0.0015217602235392176,-7.730570231867786e-06,-9.280117112638161e-11,-1.1944924150653782e-05,0.5947322895512777,0.0
0.026000000000000002,-0.8256511334831929,0.0006961090900560247,-7.0344611418257755e-06,-9.721818536610797e-11,-6.345290275408588e-06,0.0,0.8256511334831929
0.027,-0.4352879203258322,0.0002608211697301925,-6.7736399721206204e-06,-1.0083210546349796e-10,-1.3855930871117781e-05,0.0,0.4352879203258322
0.028,-0.4881995473141689,-0.0002273783775839764,-7.001018349645557e-06,-9.565052719636642e-11,-2.2788350953319306e-05,0.0,0.4881995473141689
0.029,-0.7741052016188288,-0.0010014835792028051,-8.002501928812741e-06,-8.720382037091229e-11,-8.434194030697914e-06,0.0,0.7741052016188288
