simout1,simout2,simout3,simout4,simout5,simout6,simout7,simout8
0.0,0.46102597556616054,0.00046102597556616057,0.0,0.0,-1.4521504823527738e-05,0.46102597556616054,0.0
0.001,-0.9827870464834962,-0.0005217610709173357,-5.217610708292985e-07,9.584823126682342e-12,-1.8370138481910586e-05,0.0,0.9827870464834962
0.002,0.13154011128588317,-0.0003902209596314525,-9.119820303379583e-07,1.9374232720831184e-11,-2.5086836966474984e-05,0.13154011128588317,0.0
0.003,-0.8768977932831996,-0.001267118752914652,-2.1791007832263903e-06,2.752582006380897e-11,-6.433167628751107e-06,0.0,0.8768977932831996
0.004,0.7689660675840901,-0.000498152685330562,-2.6772534685383656e-06,3.182905255087983e-11,-8.638380588611812e-06,0.7689660675840901,0.0
0.005,0.49110755349025226,-7.045131840309749e-06,-2.684298600377414e-06,3.19623603542655e-11,-1.892197426751926e-05,0.49110755349025226,0.0
0.006,0.04166040154716666,3.461526970685691e-05,-2.6496833306758723e-06,3.135575109048897e-11,-1.75243257945037e-05,0.04166040154716666,0.0
0.007,0.2092520511667766,0.0002438673208736335,-2.4058160098022552e-06,3.144590317483852e-11,3.6967677352829287e-07,0.2092520511667766,0.0
0.008,0.8049622434780244,0.0010488295643516579,-1.3569864454605339e-06,2.6880418050116903e-11,-4.352933288601782e-06,0.8049622434780244,0.0
0.009000000000000001,0.9384553565026232,0.001987284920854281,6.302984752393842e-07,5.1649888387236976e-11,1.2463975385629989e-05,0.9384553565026232,0.0
0.01,-0.08323495659289781,0.0019040499642613833,2.5343484385063666e-06,1.1318668531092262e-10,3.231889818514797e-05,0.0,0.08323495659289781
0.011,-0.5760201689304492,0.0013280297953309342,3.8623782335768885e-06,1.394863181094281e-10,1.9803496045561875e-05,0.0,0.5760201689304492
0.012,-0.4969548852764094,0.0008310749100545247,4.693453143484262e-06,1.5512559743052259e-10,1.8818134361668396e-05,0.0,0.4969548852764094
0.013000000000000001,0.6313552137210403,0.0014624301237755651,6.1558832672140835e-06,1.6669263319862934e-10,7.909462189116198e-06,0.6313552137210403,0.0
0.014,0.5838332303274747,0.00204626335410304,8.202146621238737e-06,1.8460353793837587e-10,8.752981234825623e-06,0.5838332303274747,0.0
0.015,-0.03992183779239511,0.002006341516310645,1.0208488137496998e-05,1.9910180784799145e-10,7.226222351417943e-06,0.0,0.03992183779239511
0.016,-0.06417152444337915,0.0019421699918672657,1.2150658129150412e-05,2.2792313602610205e-10,1.4839755685576557e-05,0.0,0.06417152444337915
0.017,0.032829228201771476,0.001974999220069037,1.4125657349214993e-05,2.3211845891478134e-10,2.1242149597080883e-06,0.032829228201771476,0.0
0.018000000000000002,-0.7872746682167102,0.0011877245518523269,1.5313381901036782e-05,2.236012406268654e-10,-7.1710383309882845e-06,0.0,0.7872746682167102
0.019,-0.7300552186630098,0.00045766933318931713,1.5771051234204073e-05,2.280914648445868e-10,9.811066401375046e-06,0.0,0.7300552186630098
0.02,0.20267597557010864,0.0006603453087594258,1.643139654296217e-05,2.2676664656869983e-10,-2.0062507574661952e-06,0.20267597557010864,0.0
0.021,0.6241982524662897,0.0012845435612257154,1.7715940103988656e-05,2.493902864539524e-10,1.7612201383684204e-05,0.6241982524662897,0.0
0.022,0.0835476704230107,0.0013680912316487261,1.9084031335144564e-05,2.861113522420661e-10,2.6841094324001564e-05,0.0835476704230107,0.0
0.023,-0.3029099968166793,0.001065181234832047,2.0149212568854266e-05,3.350092422674399e-10,4.590569984107708e-05,0.0,0.3029099968166793
0.024,-0.07370925398025996,0.000991471980851787,2.1140684548013338e-05,3.929450818041906e-10,5.8434167267085135e-05,0.0,0.07370925398025996
0.025,-0.8555006791687476,0.00013597130168303928,2.1276655849536332e-05,3.995422798103281e-10,4.851904723325015e-05,0.0,0.8555006791687476
0.026000000000000002,0.9674759138536753,0.0011034472155367146,2.2380103063024138e-05,4.667860862083804e-10,6.093975814417646e-05,0.9674759138536753,0.0
0.027,-0.9318976956564091,0.00017154951988030542,2.255165258252494e-05,4.781969358842364e-10,6.6516360361906e-05,0.0,0.9318976956564091
0.028,-0.6600245135029816,-0.0004884749936226762,2.2063177590190605e-05,4.427195129993555e-10,7.26289439157573e-05,0.0,0.6600245135029816
0.029,-0.2614763833406417,-0.000749951376963318,2.1313226215187384e-05,3.8849814916850335e-10,7.229983908775797e-05,0.0,0.2614763833406417
0.03,-0.013480760609365428,-0.0007634321375726834,2.0549794080492834e-05,3.2220697578278943e-10,8.683309256509831e-05,0.0,0.013480760609365428
0.031,0.5807267920802701,-0.00018270534549241324,2.036708873547593e-05,3.090253225197331e-10,7.214705863676677e-05,0.5807267920802701,0.0
0.032,0.2596042977476136,7.689895225520039e-05,2.0443987687601398e-05,3.134921912166976e-10,5.8087510537887866e-05,0.2596042977476136,0.0
0.033,0.9850277608013587,0.001061926713056559,2.150591439844842e-05,3.8199570259854746e-10,6.450869969377328e-05,0.9850277608013587,0.0
0.034,-0.27985257042784406,0.000782074142628715,2.2287988538422447e-05,4.464342601034082e-10,8.239443559811324e-05,0.0,0.27985257042784406
0.035,0.45891269872116336,0.0012409868413498784,2.3528975377169758e-05,5.268053155012986e-10,6.476382567171397e-05,0.45891269872116336,0.0
0.036000000000000004,0.2561018910306583,0.0014970887323805366,2.5026064104749033e-05,6.467045691435159e-10,8.008827478097388e-05,0.2561018910306583,0.0
0.037,-0.045275854572250696,0.001451812877808286,2.647787697965564e-05,7.38494476836426e-10,6.322433776219979e-05,0.0,0.045275854572250696
0.038,-0.8566237732576665,0.0005951891045506194,2.707306608328924e-05,7.715338155602218e-10,5.551065785337129e-05,0.0,0.8566237732576665
0.039,-0.5012343990289865,9.395470552163299e-05,2.7167020788646005e-05,7.770998065520578e-10,5.924121590493541e-05,0.0,0.5012343990289865
0.04,0.8946017638242423,0.0009885564693458753,2.8155577255447274e-05,8.480291684426098e-10,7.175044031459796e-05,0.8946017638242423,0.0
0.041,-0.4222920040143121,0.0005662644653315631,2.872184171915789e-05,8.9087504058364e-10,7.566406653616387e-05,0.0,0.4222920040143121
0.042,0.8624309600667066,0.0014286954253982698,3.01505371388409e-05,1.0186667695319029e-09,8.944644663017818e-05,0.8624309600667066,0.0
0.043000000000000003,0.6888235355072547,0.0021175189609055245,3.226805608797882e-05,1.2419071051888558e-09,0.00010542542484484882,0.6888235355072547,0.0
0.044,0.7312582438144903,0.002848777204720015,3.5116833281277286e-05,1.4970049697659465e-09,8.954644276686499e-05,0.7312582438144903,0.0
0.045,0.7038913967505227,0.0035526686014705376,3.8669501871001326e-05,1.7859042936418273e-09,8.131896233572208e-05,0.7038913967505227,0.0
0.046,-0.9711058597327444,0.002581562741737793,4.125106460305038e-05,2.0095651025573734e-09,8.663775843185241e-05,0.0,0.9711058597327444
0.047,0.80322029304591,0.0033847830347837025,4.4635847619940066e-05,2.3576092474629534e-09,0.00010282613152519106,0.80322029304591,0.0
0.048,0.4265648858612323,0.003811347920644935,4.844719552514235e-05,2.700704920696339e-09,9.001951037802623e-05,0.4265648858612323,0.0
0.049,-0.10947929864941419,0.003701868621995521,5.214906412761394e-05,3.080902238595593e-09,0.00010270416305662999,0.0,0.10947929864941419
0.05,-0.753391045069306,0.002948477576926215,5.509754169196973e-05,3.3531654447162388e-09,9.23402669357923e-05,0.0,0.753391045069306
0.051000000000000004,0.39460299562408996,0.0033430805725503045,5.84406222502941e-05,3.6615756683518753e-09,9.225330271888285e-05,0.39460299562408996,0.0
0.052000000000000005,0.13710184376704548,0.00348018241631735,6.192080464802443e-05,4.021259488793342e-09,0.00010335200229602086,0.13710184376704548,0.0
0.053,-0.8138593375611716,0.0026663230787561786,6.45871277081616e-05,4.336360371698719e-09,0.00011817805807157535,0.0,0.8138593375611716
0.054,0.8669998354592836,0.0035333229142154626,6.812045060162096e-05,4.7193434708318806e-09,0.00010839176298952258,0.8669998354592836,0.0
0.055,0.91342073249433,0.004446743646709793,7.256719422285321e-05,5.1953520691368715e-09,0.00010704655744351046,0.91342073249433,0.0
0.056,0.7461761089499785,0.005192919755659772,7.776011394891695e-05,5.749770339553508e-09,0.00010676426703217224,0.7461761089499785,0.0
0.057,-0.0024157841805874103,0.005190503971479184,8.295061788446851e-05,6.360478908165655e-09,0.00011765881952445076,0.0,0.0024157841805874103
0.058,0.049018017186206464,0.0052395219886653905,8.819013982571217e-05,7.0654145920857416e-09,0.00013454198447335558,0.049018017186206464,0.0
0.059000000000000004,0.5274509872071043,0.005766972975872495,9.395711273812489e-05,7.920950480207743e-09,0.00014835094508669367,0.5274509872071043,0.0
0.06,-0.6383432805013358,0.005128629695371159,9.908574237221975e-05,8.713747394023228e-09,0.0001545826008238498,0.0,0.6383432805013358
0.061,-0.12072737208267559,0.0050079023232884835,0.00010409364464308178,9.438380453129259e-09,0.00014469792237458402,0.0,0.12072737208267559
0.062,-0.3357062600698344,0.00467219606321865,0.00010876584064581234,1.0190194538458738e-08,0.0001609123586427548,0.0,0.3357062600698344
0.063,0.9559567470700809,0.00562815281028873,0.00011439399336439324,1.1206211909115626e-08,0.00018052412761750445,0.9559567470700809,0.0
0.064,-0.7414689591930854,0.0048866838510956455,0.00011928067713471346,1.209472068330706e-08,0.0001818224395441126,0.0,0.7414689591930854
0.065,0.5265297722316384,0.005413213623327284,0.00012469389064886777,1.318189740670206e-08,0.0002008375812139913,0.5265297722316384,0.0
0.066,-0.7132036938763449,0.004700009929450939,0.0001293939004991489,1.4044566389250874e-08,0.00018354620529352055,0.0,0.7132036938763449
0.067,0.67475025343503,0.005374760182885969,0.00013476866057069765,1.5138559941324664e-08,0.00020354276700776145,0.67475025343503,0.0
0.068,-0.37828978795097457,0.004996470394934995,0.00013976513087199903,1.6105862993240748e-08,0.00019359727597686926,0.0,0.37828978795097457
0.069,0.1357335555296506,0.0051322039504646455,0.0001448973347098865,1.718082251752756e-08,0.00020945378292096064,0.1357335555296506,0.0
0.07,-0.7549729510413008,0.004377230999423345,0.00014927456562846157,1.8022121031640796e-08,0.00019219879403296615,0.0,0.7549729510413008
0.07100000000000001,0.38862116900384525,0.00476585216842719,0.00015404041772153917,1.8869593750243616e-08,0.00017782186545428828,0.38862116900384525,0.0
0.07200000000000001,0.6351302557584968,0.005400982424185687,0.00015944140007673234,1.9732875107961045e-08,0.00015983783941371694,0.6351302557584968,0.0
0.073,-0.38043058991853385,0.005020551834267153,0.0001644619518476561,2.0530394691896424e-08,0.0001588509816482843,0.0,0.38043058991853385
0.074,-0.1410216015550101,0.004879530232712142,0.00016934148200990884,2.135962185721332e-08,0.00016993995933237293,0.0,0.1410216015550101
0.075,-0.46347428215494424,0.0044160559505571975,0.00017375753788423398,2.218016440617955e-08,0.00018580891249446923,0.0,0.46347428215494424
0.076,0.08110454192443539,0.004497160492481634,0.00017825469829107495,2.3057820105651676e-08,0.00019515774598450326,0.08110454192443539,0.0
0.077,0.005848500707827942,0.0045030089931894605,0.0001827577072023274,2.391684638864781e-08,0.00019076717135267928,0.005848500707827942,0.0
